timestamp,latent_intensity,attack_count
2025-01-01 00:00:00,2.9999999999999996,1
2025-01-01 01:00:00,3.572150572780526,2
2025-01-01 02:00:00,3.4851184433260367,2
2025-01-01 03:00:00,4.30964436065529,6
2025-01-01 04:00:00,6.856475053213095,8
2025-01-01 05:00:00,6.291249368870542,6
2025-01-01 06:00:00,5.79753312260194,9
2025-01-01 07:00:00,9.242354031237163,7
2025-01-01 08:00:00,11.283134649626396,10
2025-01-01 09:00:00,9.41000256970208,12
2025-01-01 10:00:00,10.728722319780639,16
2025-01-01 11:00:00,8.986512463463697,11
2025-01-01 12:00:00,7.588937279766387,9
2025-01-01 13:00:00,7.991812375780212,7
2025-01-01 14:00:00,4.397272703202965,4
2025-01-01 15:00:00,2.6377646341782106,3
2025-01-01 16:00:00,2.3007171401520647,1
2025-01-01 17:00:00,1.7650559510650807,4
2025-01-01 18:00:00,2.0432044129019453,2
2025-01-01 19:00:00,1.627195646337262,0
2025-01-01 20:00:00,1.126703319543913,0
2025-01-01 21:00:00,1.8841893608591376,0
2025-01-01 22:00:00,1.848846262279536,2
2025-01-01 23:00:00,1.9829072372261825,0
2025-01-02 00:00:00,1.3544335270756336,2
2025-01-02 01:00:00,1.2279808298098,1
2025-01-02 02:00:00,1.3618598881495718,0
2025-01-02 03:00:00,1.0289949880895919,2
2025-01-02 04:00:00,1.2464939345629695,3
2025-01-02 05:00:00,1.1158297613629564,1
2025-01-02 06:00:00,1.1019509105831637,1
2025-01-02 07:00:00,0.9922184023620582,0
2025-01-02 08:00:00,1.875234878910193,2
2025-01-02 09:00:00,1.9615205288631912,2
2025-01-02 10:00:00,1.4965950659544662,3
2025-01-02 11:00:00,2.0345370771149054,5
2025-01-02 12:00:00,1.4754657423701292,2
2025-01-02 13:00:00,1.6697200651822897,3
2025-01-02 14:00:00,0.9798008383535649,1
2025-01-02 15:00:00,0.7136450454485338,1
2025-01-02 16:00:00,0.8344596992591202,2
2025-01-02 17:00:00,1.1389304050651146,3
2025-01-02 18:00:00,1.2910650291596724,3
2025-01-02 19:00:00,1.3343863437471661,1
2025-01-02 20:00:00,1.3023739696054373,3
2025-01-02 21:00:00,0.8939500227069335,1
2025-01-02 22:00:00,0.7850706974091042,1
2025-01-02 23:00:00,0.7500599327700835,0
2025-01-03 00:00:00,1.132453487019625,1
2025-01-03 01:00:00,1.3521887334647524,2
2025-01-03 02:00:00,0.8506097654797865,0
2025-01-03 03:00:00,1.0242753241150189,1
2025-01-03 04:00:00,0.987808234307686,0
2025-01-03 05:00:00,0.8743643929635844,1
2025-01-03 06:00:00,1.1461742082015882,1
2025-01-03 07:00:00,1.6809849345710484,2
2025-01-03 08:00:00,2.3473025761570407,1
2025-01-03 09:00:00,1.8951729979419683,1
2025-01-03 10:00:00,1.813126680445713,2
2025-01-03 11:00:00,2.106759716253588,5
2025-01-03 12:00:00,2.9477110885583118,1
2025-01-03 13:00:00,2.6213701600265678,4
2025-01-03 14:00:00,2.560714928362982,2
2025-01-03 15:00:00,1.8999803944243139,1
2025-01-03 16:00:00,1.3928629392002125,1
2025-01-03 17:00:00,1.8946286852803473,2
2025-01-03 18:00:00,2.9874364209477733,3
2025-01-03 19:00:00,2.9998542756970012,1
2025-01-03 20:00:00,4.158553477603108,4
2025-01-03 21:00:00,4.678004502316332,6
2025-01-03 22:00:00,3.8677154831890004,6
2025-01-03 23:00:00,4.366323692161709,6
2025-01-04 00:00:00,6.973436818184236,8
2025-01-04 01:00:00,6.785085298700049,4
2025-01-04 02:00:00,10.68515627159054,12
2025-01-04 03:00:00,4.687789281053967,6
2025-01-04 04:00:00,6.018004310551002,7
2025-01-04 05:00:00,6.120256000845534,4
2025-01-04 06:00:00,5.538886124820995,5
2025-01-04 07:00:00,5.664416439560896,5
2025-01-04 08:00:00,3.1009077927155455,3
2025-01-04 09:00:00,2.9733239110935723,6
2025-01-04 10:00:00,3.396692389933268,4
2025-01-04 11:00:00,5.395159345737439,5
2025-01-04 12:00:00,4.600743208578703,6
2025-01-04 13:00:00,3.624914781230469,4
2025-01-04 14:00:00,3.1688984106869986,5
2025-01-04 15:00:00,4.266557742216888,3
2025-01-04 16:00:00,4.746294525165597,7
2025-01-04 17:00:00,4.0594189087822,5
2025-01-04 18:00:00,4.784779637796844,7
2025-01-04 19:00:00,4.937026036473397,7
2025-01-04 20:00:00,6.606079551049457,8
2025-01-04 21:00:00,5.277470010159356,2
2025-01-04 22:00:00,4.770483816894043,6
2025-01-04 23:00:00,4.251044817409414,3
2025-01-05 00:00:00,2.762742825708067,2
2025-01-05 01:00:00,3.1103048510915294,2
2025-01-05 02:00:00,3.4444808081897866,2
2025-01-05 03:00:00,3.514651794795631,3
2025-01-05 04:00:00,3.3340546983983765,2
2025-01-05 05:00:00,2.225185769220056,1
2025-01-05 06:00:00,2.0424022375900255,4
2025-01-05 07:00:00,1.9272187261787452,2
2025-01-05 08:00:00,1.5889329804117802,0
2025-01-05 09:00:00,1.6031905799369706,2
2025-01-05 10:00:00,1.9157000572321325,2
2025-01-05 11:00:00,3.5392209450300824,2
2025-01-05 12:00:00,3.794514756707386,2
2025-01-05 13:00:00,4.156260387737942,3
2025-01-05 14:00:00,4.10219854049595,1
2025-01-05 15:00:00,2.329811673397489,4
2025-01-05 16:00:00,2.4013133060857847,1
2025-01-05 17:00:00,2.536425907911351,2
2025-01-05 18:00:00,5.494033571554099,5
2025-01-05 19:00:00,5.16158224704839,9
2025-01-05 20:00:00,5.6413145204836335,7
2025-01-05 21:00:00,5.549287929871184,3
2025-01-05 22:00:00,3.8878434544275473,3
2025-01-05 23:00:00,5.547129744800863,3
2025-01-06 00:00:00,6.914830167273864,4
2025-01-06 01:00:00,8.625875493546879,8
2025-01-06 02:00:00,6.389677516625957,2
2025-01-06 03:00:00,9.614379084160394,10
2025-01-06 04:00:00,6.110529226939219,10
2025-01-06 05:00:00,7.214130992536959,8
2025-01-06 06:00:00,13.665142354250138,15
2025-01-06 07:00:00,9.654429475147209,15
2025-01-06 08:00:00,7.8823695154269195,9
2025-01-06 09:00:00,7.938818302750922,9
2025-01-06 10:00:00,6.669903642425692,6
2025-01-06 11:00:00,4.1288462477290455,5
2025-01-06 12:00:00,4.25518779698497,1
2025-01-06 13:00:00,3.1190009222840214,1
2025-01-06 14:00:00,3.681008345106695,4
2025-01-06 15:00:00,2.8367868214224328,1
2025-01-06 16:00:00,4.6459256320252535,8
2025-01-06 17:00:00,3.6865350419868355,1
2025-01-06 18:00:00,3.398404628052402,3
2025-01-06 19:00:00,4.422335059371784,3
2025-01-06 20:00:00,3.0757447243920577,6
2025-01-06 21:00:00,3.3739345371831555,2
2025-01-06 22:00:00,5.093118549667469,5
2025-01-06 23:00:00,3.1415701843286787,2
2025-01-07 00:00:00,3.3985492525435292,2
2025-01-07 01:00:00,3.7457353450957593,8
2025-01-07 02:00:00,4.804753839819407,6
2025-01-07 03:00:00,3.3218179318686407,1
2025-01-07 04:00:00,2.281473496133755,0
2025-01-07 05:00:00,2.774955731730656,3
2025-01-07 06:00:00,3.124175325139186,5
2025-01-07 07:00:00,3.4481283807738707,3
2025-01-07 08:00:00,3.897543039382378,3
2025-01-07 09:00:00,3.2181077309477613,4
2025-01-07 10:00:00,3.5271911786492316,4
2025-01-07 11:00:00,3.919132777173171,2
2025-01-07 12:00:00,3.201896688185459,4
2025-01-07 13:00:00,5.730257283074254,3
2025-01-07 14:00:00,6.5606795080448235,5
2025-01-07 15:00:00,4.527275476717683,4
